suite,scenario,provider,iterations,throughput_fps,samples,mean_ms,median_ms,p95_ms,p99_ms,max_ms,wall_s,process_cpu_s,cpu_pct_one_core,cpu_pct_machine,rss_peak_mb,ort_intra_threads,concurrency,target_pps,recv_pps,send_pps,loss_pct_sent_minus_received,gap_loss_pct,frame_width,frame_height,line_loss_rate,input_payload_mb_s,producer_actual_fps,inference_actual_fps,mailbox_overwritten_frames,notes,brightness,denoise,detections_max,detections_mean,duplicates_or_reorder,flip_h,flip_v,gamma,gap_lost_packets,inferred_frames,inferred_lost_packets,input_shape,mailbox_sequence_gap_frames,min_ms,ort_inter_threads,p90_ms,packet_size_bytes,produced_frames,producer_mean_ms,producer_p95_ms,producer_target_fps,received_packets,recv_mbps_payload,rss_delta_mb,rss_end_mb,rss_start_mb,send_mbps_payload,sender_threads,sent_packets,sharpness,socket_recv_buffer_actual,socket_recv_buffer_requested,stdev_ms,worker_max_iterations,worker_min_iterations
onnx_runtime_only,intra_threads_1,CPUExecutionProvider,121,15.12211942556744,121,66.09022478603812,64.91170008666813,85.21799999289215,100.42147999629378,105.67090008407831,8.001523899845779,7.84375,98.02820185478893,4.455827357035861,99.0546875,1,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,47.18900006264448,1,78.61939980648458,,,,,,,,0.26171875,99.0546875,98.79296875,,,,,,,11.123517722218043,,
onnx_runtime_only,intra_threads_2,CPUExecutionProvider,232,28.96606661503748,232,34.50338448325557,34.72905000671744,40.65001991111785,43.14420798793435,45.58459995314479,8.009371899999678,15.75,196.6446332701898,8.938392421372264,107.2890625,2,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,23.58839986845851,1,39.52759008388967,,,,,,,,0.125,107.2890625,107.1640625,,,,,,,4.168087576398751,,
onnx_runtime_only,intra_threads_4,CPUExecutionProvider,402,50.16912423722938,402,19.918890786357224,19.666950101964176,22.288370097521693,23.53035312378779,26.39480005018413,8.012896499829367,31.546875,393.70126646053376,17.895512111842443,106.26953125,4,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,17.384900012984872,1,21.57336981035769,,,,,,,,0.12890625,106.26953125,106.140625,,,,,,,1.2779102210824393,,
onnx_runtime_only,intra_threads_8,CPUExecutionProvider,443,55.295989633471365,443,18.06785124164857,18.07730016298592,19.586310139857233,20.287683960050344,20.866199862211943,8.011430900078267,63.3125,790.2770527469878,35.921684215772174,107.078125,8,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,15.951599925756454,1,19.196460070088506,,,,,,,,0.078125,107.078125,107.0,,,,,,,0.8925889838876352,,
onnx_runtime_only,intra_threads_12,CPUExecutionProvider,460,57.45793504652036,460,17.387876741122454,17.347549903206527,18.6881301458925,19.141940141562372,19.371100002899766,8.005856799893081,94.578125,1181.361687624279,53.69825852837632,109.375,12,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,14.722400112077594,1,18.388009862974286,,,,,,,,0.10546875,109.375,109.26953125,,,,,,,0.7441888615493525,,
onnx_runtime_only,intra_threads_16,CPUExecutionProvider,427,53.337383809267564,427,18.73034684137993,18.60589999705553,20.663370145484805,22.51846206374467,26.935199974104762,8.005642000120133,123.609375,1544.028261545359,70.18310279751633,110.40234375,16,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,16.202100086957216,1,20.12317990884185,,,,,,,,0.07421875,110.40234375,110.328125,,,,,,,1.2209709040382226,,
onnx_runtime_only,intra_threads_22,CPUExecutionProvider,146,18.079631340012465,146,55.270284923010394,51.895500044338405,99.11047504283488,111.29032003227624,118.96219989284873,8.075385899981484,142.8125,1768.4913361270756,80.38596982395798,111.84765625,22,,,,,,,,,,,,,,Precomputed NCHW float32 blob; measures model forward() only.,,,,,,,,,,,,"[1, 3, 416, 416]",,19.212600076571107,1,90.84830002393574,,,,,,,,0.015625,111.83984375,111.82421875,,,,,,,23.427741205783306,,
onnx_full_pipeline,intra_threads_1,CPUExecutionProvider,117,14.527496708530125,117,68.80274186961545,69.0401999745518,85.64526010304687,90.58400402776898,98.11490005813539,8.053693099878728,7.859375,97.58721747316577,4.4357826124166255,105.203125,1,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,47.33190010301769,1,81.55827997252345,,,,,,,,0.1171875,105.203125,105.0859375,,,,,,,10.55926474254122,,
onnx_full_pipeline,intra_threads_2,CPUExecutionProvider,231,28.797857738710896,231,34.708593937757854,33.89329998753965,41.33650008589029,44.84758998733014,51.76450009457767,8.021429999964312,15.875,197.90735567187681,8.995788894176219,107.08203125,2,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,30.04530002363026,1,38.871899945661426,,,,,,,,0.07421875,107.08203125,107.0078125,,,,,,,3.0600160030958232,,
onnx_full_pipeline,intra_threads_4,CPUExecutionProvider,306,38.12661369991187,306,26.21571078905653,26.01925004273653,28.260675026103854,29.53132515540346,32.40470006130636,8.025889799930155,31.515625,392.67452937460297,17.848842244300133,107.80859375,4,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,22.81360002234578,1,27.60230004787445,,,,,,,,0.0859375,107.80859375,107.72265625,,,,,,,1.1208541634458997,,
onnx_full_pipeline,intra_threads_8,CPUExecutionProvider,303,37.84735770966058,303,26.407206930502905,26.063399855047464,29.375410079956055,32.03718998935074,35.87440005503595,8.005842899903655,62.890625,785.5590696234727,35.70723043743058,108.59375,8,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,22.948400117456913,1,28.61996004357934,,,,,,,,0.32421875,108.59375,108.26953125,,,,,,,1.7720797616699682,,
onnx_full_pipeline,intra_threads_16,CPUExecutionProvider,282,35.179208439132836,282,28.40989184688037,27.89559995289892,32.90096999844536,34.38115105498582,37.670399993658066,8.016098499996588,124.0625,1547.6668606311764,70.34849366505347,109.47265625,16,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,23.723000194877386,1,31.761970091611147,,,,,,,,0.28125,109.47265625,109.19140625,,,,,,,2.355040443499295,,
onnx_full_pipeline,intra_threads_22,CPUExecutionProvider,121,15.01338542548442,121,66.4762677567095,64.65979991480708,105.10440007783473,127.13724002242087,128.262999933213,8.059474700130522,142.953125,1773.727573059878,80.62398059363082,111.69140625,22,,,,,,,,,,,,,,Pillow resize + NCHW conversion + ONNX Runtime CPU + current YOLO decode/NMS semantics.,,,2,2.0,,,,,,,,"[1, 3, 416, 416]",,28.537599835544825,1,94.98910000547767,,,,,,,,0.0703125,111.69140625,111.62109375,,,,,,,20.12031467480737,,
onnx_concurrent_sessions,1_sessions_x_intra_2,CPUExecutionProvider,273,34.04016510049763,273,29.011769968190745,28.509600088000298,33.77580000087619,36.361504057422266,39.609899977222085,8.019937600009143,15.703125,195.80108703067836,8.90004941048538,89.26953125,2,1,,,,,,,,,,,,,Each worker owns a CPUExecutionProvider session and reuses a precomputed blob.,,,,,,,,,,,,,,25.059999898076057,1,32.35667999833823,,,,,,,,-14.8515625,74.41796875,89.26953125,,,,,,,2.419990715658987,273,273
onnx_concurrent_sessions,2_sessions_x_intra_2,CPUExecutionProvider,453,56.38257115330408,453,34.94534592471079,34.677600022405386,39.24826001748443,41.31213599815966,43.940600007772446,8.034397700103,31.6875,394.39795218991674,17.927179644996215,103.1640625,2,2,,,,,,,,,,,,,Each worker owns a CPUExecutionProvider session and reuses a precomputed blob.,,,,,,,,,,,,,,29.52100010588765,1,37.88898000493646,,,,,,,,-27.68359375,75.48046875,103.1640625,,,,,,,2.28261497751479,227,226
onnx_concurrent_sessions,4_sessions_x_intra_2,CPUExecutionProvider,640,79.49346071348413,640,49.264220625627786,48.87009994126856,57.941104972269386,62.02385117299855,63.77450004220009,8.050976699916646,62.90625,781.3492989074392,35.51587722306542,139.05078125,2,4,,,,,,,,,,,,,Each worker owns a CPUExecutionProvider session and reuses a precomputed blob.,,,,,,,,,,,,,,34.19860010035336,1,55.858549824915826,,,,,,,,-64.26953125,74.78125,139.05078125,,,,,,,5.030809533793729,162,157
